0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
-0.05043038596120585,-0.09257592419796441,-0.14379559435052136,-0.25169503130059795,0.43703049020695156,0.4081440966060924,-0.4526536500058411,-0.009729153784707045,-0.14237481173944408,-0.1416468362958142,0.34982167164205824,-0.2960070653535611,0.08259791935196902,0.4147983583294832,0.34970195618095584,0.10174970796879804,0.6500887131902464,0.15194362813155562,-0.5277053706021013,-0.3147441542964828,0.03469250672588237,0.21503825378381491,-0.2851590412523648,-0.09149466144286988
0.3977880805068728,0.2322230748704522,-0.14731645694196854,-0.41129563929750457,0.07617661508835329,-0.4067190618196581,0.07551076513037575,-0.10940206155521291,0.29525955291693634,-0.2731161021491172,0.3052373275206729,0.05754662517664974,0.4537554682626236,-0.36504556624304274,-0.48146544415828085,-0.299023461987523,-0.2606200142718437,0.16629518768767895,0.12699880040489786,0.3032545861970456,0.1966256919069612,-0.009047441392316493,0.10133272241086953,-0.4104431837998138
-0.017993376157196955,0.19213986118100174,0.24004355461386687,0.4188152738211964,0.31434654644670024,0.20873624725855916,0.2718417160067948,-0.2380204558005029,0.355435436549646,-0.0684267316670669,-0.28876801984536893,0.21686958850672028,0.1342438102414962,-0.18084751738664953,-0.17392099965508792,-0.2541979483696183,0.1942698309852516,0.46619394853326884,0.10776449520876749,-0.2595721928543253,-0.04125263982094458,-0.29559992413512487,-0.38561917935579515,-0.04681220052876208
0.45553636630505073,0.47290534632689096,0.3454385185818157,0.3116957143505244,-0.2837677764972398,0.30559363692987396,0.30564774636096315,0.18727012090943126,0.4707677750140648,-0.28067293161471313,0.11409925523739206,-0.24858884938410938,0.21358496790736187,-0.25605018776299526,-0.21630464995479007,0.30026029288908734,-0.6232222411067498,-0.3223640566201724,0.13485264651443427,-0.20855759131360105,0.2170937164686455,0.0241894958743671,-0.07023640563233367,-0.4426286865500181
0.199849801828632,-0.30644779593563776,-0.15751553493849546,-0.010578347706944793,0.08718199583616634,0.0769710188450566,0.23239080914317556,-0.24526204583280467,-0.379352260267196,-0.1450717231357728,0.2840446293002878,0.0019603030941449076,0.1726939525912663,-0.3099563202600017,-0.03442591673300918,0.2519590114860745,0.5107213316597141,0.3907353561389579,-0.4242688427451396,0.09754112756475426,0.19190080838648796,0.10806302728700366,-0.3751149573259244,0.11775263275292287
-0.29609974443772635,-0.19736827937757292,-0.11564365097766148,-0.39254797696853055,0.06213456985118662,-0.29562616139868764,-0.25178543617979326,0.1938988532286747,0.4338253206061783,0.06541444357567594,-0.3727521033216479,-0.3861484910197567,0.46187042024676106,-0.37370178670027737,-0.36817299335400006,-0.2881769966487993,-0.21009402259357698,-0.4256608769111527,0.4660461852021246,-0.271683079938607,-0.3885094982036847,-0.09235898521178115,-0.3406521864141626,-0.07618453474476292
0.0027038766412931553,0.1583006099756389,0.3177978723189871,-0.14602756978668377,0.28458444401553923,-0.16704037817705603,0.02532996341457345,-0.1920327772345008,0.21951148894167702,-0.19211367602099172,0.1629465503844751,-0.3313619325344361,-0.3127466404124093,0.24835379909520355,0.219719216150594,0.36513513902906597,0.02423685375763537,-0.3990357508742184,0.4259661376930894,-0.194385094045135,0.035790601494704616,-0.03122702248933699,-0.061318852819290975,0.2357062361783048
-0.20617345960709346,-0.1769586617553772,-0.050536570357590106,-0.0677410816721235,-0.10321081861876392,0.27723735011656314,0.02731980167362749,-0.01025014481666371,-0.13327843799159075,-0.13499421411088297,-0.02796566527004163,-0.39156873882425497,-0.13911999970904304,-0.38276856008875715,0.2624009854999741,0.22529088234891534,0.26588244088510643,0.11838321993589125,-0.42955783272523373,0.10413756784411872,0.41467465557589306,-0.26188759589634386,0.2933087503765951,0.10065273922784714
0.20322300810064686,-0.3135740984262769,-0.07776908301346003,-0.0120076215260857,-0.026063497407974954,-0.23801087838369028,0.17831002309072685,-0.21642876464971328,-0.037468522360461685,-0.281731648579477,-0.2892245531880031,-0.2710206962285089,-0.3844623195582261,-0.0673784939335442,0.3239421671733314,-0.20000473872050575,-0.21181628601835095,0.39027962324573273,0.016017107945490078,-0.3541817914368117,0.32441959675816556,0.2477751315301627,0.18926061165543692,0.10179970699571679
0.30909235658485285,-0.062218144476198035,0.26798483871481515,-0.07567693670284638,-0.21930807082595172,0.18167834547877298,-0.3445459971112996,-0.010515342113286738,-0.07071242220110742,0.17203918128500467,0.2513594680460207,-0.20267002348960225,0.008520373852854191,-0.2534210440407662,0.21456050390937145,-0.07441569660254387,0.16652598255797016,-0.3534684214386463,0.04644711696229427,-0.09629226300647345,-0.12413227293922363,-0.37898116677929156,-0.2749444827247681,-0.029292097382074594
0.047490038920424575,-0.2849606458879822,-0.16502948535165934,0.02382006096502068,0.4326472805230367,-0.3129012983537769,0.12159217232802162,0.11394348546875988,-0.10413031778475586,-0.25004385043937566,0.23569870266906032,0.37895406066851833,-0.14554333054391624,0.15124376211154492,0.03661311190277999,0.20097597877389295,0.5677944720459365,-0.05366231690861117,0.07424637451188228,0.23109326064757152,-0.014626124889317827,0.365696123600714,-0.07837414000991633,0.045647277090234556
0.2847403785800041,0.2981317771535648,-0.24627041973597683,-0.18166727764601154,-0.22416575192790725,-0.15572181334518156,0.32324208996724335,0.05166044666383368,-0.384496891365752,0.49990439601742115,0.12511511330311462,0.3130454485140318,-0.3399800132561312,0.21363983913806478,-0.2801832861024148,0.17104965239445227,-0.07110133679035685,0.1853959058386977,-0.0827635814728871,0.007818603005160817,0.35992578540285475,-0.20364811643919006,-0.15913434083953484,0.39244290516290486
